id,description,language
9.027038274864356e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
5.924730531846287e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
8.172175448957732e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
49342243.0,Your home in the Gothic Quarter. Welcome to the most historic neighborhood in the city.,en
7.20044670089485e+17,"Amazing apartments just in city centre. Steps from Plaza Cataluña, the Beach, right in El Born. Parking in the same building &swiming pool. Fully furnished and consist in 2 bedroom and 2 bathrooms, one bathroom is ensuite, kitchen fully equipped and living area ideal for relaxing or working. Best location ever, super calm apartments, fully renovated. Everything you need to feel at home. Plenty of trendy restaurants, supermarkets and local grocery market (Mercat de Santa Caterina).",en
5.7239671157248166e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
8.158367182104972e+17,"Amazing apartments just in city centre. Steps from Plaza Cataluña, the Beach, right in El Born. Parking in the same building &swimming pool. Fully furnished and consist in 2 bedroom and 2 bathrooms, both bathrooms are en-suite, kitchen fully equipped and living area ideal for relaxing or working. Best location ever, super calm apartments, fully renovated. Everything you need to feel at home. Plenty of trendy restaurants, supermarkets and local grocery market (Mercat de Santa Caterina).",en
5.932090051259939e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
8.136650580245846e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
8.180565296454689e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
1.0651040955011898e+18,Private apartment with 3 double bedrooms and one bathroom<br />Kitchen open and dining room fully equipped.<br />High speed wifi. <br /><br />Pillow and bedding not included.,en
7.362377837297608e+17,There’s no better way to feel part of the city than to settle in the beating heart of Barcelona: the Eixample.,en
1.065470241133372e+18,Private apartment with 3 double bedrooms and a bathroom<br />Kitchen open and dining room fully equipped.<br />High speed wifi.<br /><br />Pillow and bedding not included.,en
1.0654496365982002e+18,Private apartment with 3 double bedrooms and one bathroom<br />Kitchen open and dining room fully equipped.<br />High speed wifi.<br /><br />Pillow and bedding not included.,en
25121122.0,"If the characters of a story lived in the neighborhoods of Barcelona, in Tres Torres we would find a Queen. It’s got class, style and an air of majesty about it. Welcome to a little city of its own in Barcelona.",en
6.707029810089768e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
6.279029663000498e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
8.79512145874994e+17,"Spectacular apartment in Passeig Taulat street, with 3 bedrooms and 2 bathrooms.The kitchen is fully equipped with state-of-the-art appliances and kitchenware.  The beds are equipped with soft bedding. The apartment has 2 bathrooms equipped with a full shower and towels. Also, has a washing machine, dishwasher and air conditioning for your maximum comfort.<br />*We welcome pets, fees are subject to apply. Guests will be informed of any additional charges in the final contract.",en
9.426572815304344e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
8.439131680809403e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
8.881309510235766e+17,"Splendid apartment in Copèrnic street, with 3 bedrooms and 2 bathrooms.T he kitchen is fully equipped with state-of-the-art appliances and kitchenware.  The beds are equipped with soft bedding. The apartment has 2 bathrooms equipped with a full shower and towels. Also, has a washing machine for your maximum comfort.<br />*We welcome pets, fees are subject to apply. Guests will be informed of any additional charges in the final contract.",en
1.0824648281819892e+18,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
8.158715418164724e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
6.157020481196261e+17,"Super 2 bedroom apart with an spectacular location. Minutes away from Las Ramblas, walking distance to the Beach. Stunning location on the corner of Passeig de Gracia.  Living room spacious with brick walls and cool design, equipped kitchen, 2 bedrooms & 1 bathrooms. Plenty of public transportation, supermarkets, rest.. Whatever are your plans in Barcelona, this is the best option for your stay. wifi included , towels and bedsheets.",en
7.056397190609747e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
6.555083667204552e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
6.837772447670798e+17,"The tenant must pay directly with the property manager at the latest within 48 hours immediately after the reservation is confirmed a deposit of € 1,000 that will be returned at the end of their contract, deducting €300 as a non-returnable service fee. The contract has to be signed up at the lastest within 48 hours after paying the deposit. Maximum contract length is 6 months, extensible as many times as you wish. Each extension admin fee is €60. Couples are allowed with monthly rent of € 950.",en
8.085865409977809e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
53825630.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
8.543039653466619e+17,"Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe. <br /> <br />Spectacular apartment in Tamarit street, with 3 bedrooms and 3 bathrooms. The kitchen is fully equipped with state-of-the-art appliances and kitchenware.  The beds are equipped with soft bedding, ideal for a good night's rest. The apartment has 3 bathrooms equipped with a full shower and towels. In addition, the apartment is equipped with high-speed WiFi and SmartTV. The apartment has a balcony of 7 m2. The apartment has a washing machine, dishwasher and air conditioning for your maximum comfort. <br /> <br />*Moodboards are intended to give you a sense of the interior design of the home. These are not an exact representation of the design and items may be different than those in m",en
53125440.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
16172743.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
1447834.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
52254123.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
46508126.0,Your home in the Gothic Quarter. Welcome to the most historic neighborhood in the city.,en
24672191.0,"dia1 HOLA HOLA HAPPY & QUIET APARTMENT & HOLA HOLA<br />Beautiful bright and sunny spacious ""ACOMODIS"" apartment located in central Barcelona, in L'Eixample in a very nice and safe neighbourhood. This is a nice 3 bedroom ""ACOMODIS"" apartment with 2 bathrooms in a perfect location in the city!<br /><br />In case this ""ACOMODIS"" apartment is suitable for you please send a request of information, not a reservation request, to confirm you availability.hols",en
27122622.0,"To stay away from the hustle and bustle of the city centre and tourists, and mix with the locals, this is your home.",en
1.0968317971594844e+18,Barcelona has many Barcelonas. From here you will be able to uncover the best of them all.,en
53126833.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
6.649465065501123e+17,"Show up and start living from day one in Barcelona with this pretty three-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped El Born home with stunning balcony views over the city. (ID #BCN29)",en
8.187455346928371e+17,"Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe. <br /> <br />Spectacular apartment  in Gran via de les corts catalanes street, with 2 double bedrooms, 1 single and 2 bathrooms. The kitchen is fully equipped with state of the art appliances and kitchen utensils. The beds are equipped with soft linens, ideal for a good night's rest. The apartment has 2 bathrooms equipped with full shower and towels. In addition, the apartment is equipped with high-speed WiFi and SmartTV. The apartment has a washing machine and dishwasher for your maximum comfort. <br /> <br />This apartment comes equipped with ducted air system for absolute comfort. <br /> <br />*Moodboards are intended to give you a sense of the interior design of the home. These are not an e",en
46487733.0,Your home in the Gothic Quarter. Welcome to the most historic neighbourhood in the city.,en
8.42645685874422e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
9.889836808278388e+17,Discover the most popular neighbourhood for its parties and spirit with the best public transport connections in Barcelona.,en
7.809020680886483e+17,"Feel at home wherever you choose to live with Blueground. You’ll love this lovely La Font de la Guatlla furnished two-bedroom apartment with its modern decor, fully equipped kitchen, and comfortable living room with great balcony views. Ideally located, you’re close to all the best that Barcelona has to offer! (ID #BCN58)",en
8.823536642353537e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
7.570922266882167e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,en
7.7288036200632e+17,"Your home in Poblenou: the coolest neighbourhood, where artists rub shoulders with surfers.",en
