id,description,language
6.947586674847795e+17,"Hola Chicos.<br />My name is Illia and I am your future host in Barcelona.<br />The room is located in the city center, close to Gothic cathedral.<br />Placa Catalunya, Casa Batllo, Mércate de la Boqueria located super close to our apartment.<br />Las Ramblas 2 minutes walk from the flat.<br />The apartment has everything you need for a great holiday.<br />Bienvenido!",en
43473897.0,"Single room, the apartment is shared very bright, central and quiet we are young and travelers eager to share experiences. We also have a shared terrace that has beautiful views of all of Barcelona, right in the middle of the montjuic park. Almost all metro lines in Plaza  Espana and Sants stations within 5 minutes walking distance. It's a quiet, family-run neighborhood.",en
18788457.0,Enjoy the simplicity of this quiet and central accommodation near La Sagrada Familia and Torre Agbar.,en
27414833.0,"room with private living room with  balcony and breakfast included in the center of Barcelona very close to Plaza Catalunya, Plaza Universidad and the best-known museums in Barcelona",en
6.691770347769219e+17,"A comfortable apartment located in a typical house of Barceloneta, a unique and characteristic neighborhood of Barcelona. <br />A stone's throw from the sea, with a balcony with a view. It is practical and cozy, a two-minute walk to the Barceloneta promenade and to the beach.",en
9.528982052093116e+17,"Nice apartment in Gracia! Located in the center of the famous city of Barcelona, this apartment is just a few steps from all corners and monuments of the big city. Ideal neighborhood for long walks, good food and plenty of history to learn :)<br /><br />- There's a puppy at home, ""Chanel""",en
9.58389087107067e+17,It's simple: a tranquil home in the heart of the city.,en
7.578116272178449e+17,"Enjoy the simplicity of this quiet and central accommodation for 1 person or for 2 people( check before ) ideal for people who come to work or for tourism. And it just needs a place quiet, clean and cozy to sleep and rest.",en
8.035665898133245e+17,"A medium, cozy and modern room with a shared balcony in a shared apartment. <br />Access to wifi, heating, shared kitchen and 2 shared bathrooms. The compas are nice and go on their roll. <br /><br />This home is strategically located between Calle Blai and Parallel Metro station - it will be very easy to plan your visit!",en
1.0798191746854632e+18,"Very well located, with 2 metro stops of 2 different lines. Very quiet, with room and bathroom separate from the rest of the apartment. 1 1 minute from Plaza Catalunya by metro, 10 min from Sagrada Familia and surrounded by all services.",en
22877741.0,"The room is very central ( Barrio El BORN ), in the heart of Barcelona, having nearby beaches, museums, Paseo Colón and the Born neighborhoods. It has a double bed with an outdoor balcony, perfect for couples, work situations or solo travelers.<br /><br />The Room is very central (El BORN), in the heart of Barcelona, close to the beaches, museums, Paseo Colón, Gotico and Raval neighborhoods. It has a double bed with an exterior balcony, perfect for couples, working holidays or solo travellers.",en
8.72436662452605e+17,"Enjoy the simplicity of this quiet and central accommodation. A double room with double bed in luxury floor, new and central in the heart of Barcelona's best neighborhood. Good connections to the airport and a 10-minute walk from Sants station",en
6.35426407936522e+17,"Cozy room with a double bed in a big apartment located in the nicest area of the neighborhood, within a pedestrian priority zone, 2 minutes walking from Plaza Cataluña, La Rambla,  MACBA and CCCB. Supermarket just across the street.",en
6.917231069542904e+17,This home is strategically located-it will be easy to plan your visit!,en
9.143450052040526e+17,"Enjoy the simplicity of this quiet, central home.",en
9.159247191751274e+17,"The apartment is cozy and the area is very quiet. You can see the sea from the balcony and the Guinardo park with one of the best views in Barcelona is 7 minutes from here, if you want to walk and watch the sunrise or sunset from there.",en
24376264.0,"It is well situated, in the Eixample neighbourhood, very well communicated, and has all required services.<br />I DO NOT rent the whole flat (I live in it!). However, you will have full access to all common areas (kitchen, living room, etc.).<br /><br />In the flat I live myself and, part time, my 10-year-old son. He is very nice and used to share the space with other people. <br />I am a traveller at heart, and I think it could be a valuable experience to share a few days together.",en
8.896578722393372e+17,"Enjoy the simplicity of this central and quiet space. The small-town neighborhood, surrounded by parks and greenery and also very close to the beach and the street itself takes you to Barcelona's boulevard with countless combinations and options to enjoy the magic of the city.<br />Quiet and respectful environment, in the house there is a furry companion, a very good and quiet dog.",en
6.665324558487857e+17,"Enjoy the simplicity of this quiet accommodation and very close to the Santos station, Plaza España and the FCB stadium ideal for going for a walk in the same neighborhood",en
6.52590524934252e+17,"You can base yourself in this accommodation and you will be within walking distance of the most interesting places. It has an elevator two minutes from the Gran Vía, two minutes from the Red Line 1 stop of Mercat Nout. 5 minutes away is the fountain of Montjuic Plaza España, Gran Vía 2 shopping center, and the sands of Barcelona. Sant's station etc.",en
9.332284806763018e+17,This unique home has plenty of space to enjoy your loved ones. <br />The cost of each additional person is €15.,en
6.30208053524228e+17,,unknown
52418944.0,"Hello my name is Angie ,you can enjoy a quiet and clean accommodation, with a terrace with a barbecue, the apartment is in an envelope,which is like a 4th floor , we do not have an elevator , the common areas such as bathroom , kitchen and terrace are shared with other guests and with me when I am at home, in the neighborhood you will find supermarket nearby, buses and metro lines such as L1 and L3 that mobilize you to the center in 45 minutes. Any questions ,I will be happy to answer you.",en
39084865.0,"is a quiet space, in the neighborhood of grace, minutes from the picturesque Sagrada familia, the room is double, with balcony PRIVAD  where you can have a drink or breakfast in the sun, it is super bright and spacious.<br />1 minute walk metro station L4<br />15 minutes walk to Sagrada Familia.<br />1",en
5.614329536818657e+17,"Enjoy the simplicity of this quiet, central home.<br />Hello, it is a 50-meter apartment with a double room in the middle of the born, bright, with the equipped kitchen (washing machine  and dishwasher) and a bathroom, parket floor. It is located in the middle of the born, place of restaurants and museums.",en
8.063044068679255e+17,"Private room in the old town of a quiet and familiar neighborhood, ideal for resting after a busy day.<br />It is a commercial area with many restaurants, shops and supermarkets, also perfect for walks among its green areas or its lovely and historic cobblestone streets.<br />Very good communication: only 20 minutes from the door to the city center by public transport and 50 min from the airport (without transfers from the T2). <br />There are two metro stops, two train stations and one intercity bus station.",en
14001620.0,"My accommodation is good for couples, business travelers, and families (with kids). <br /><br />check out is 12.00 and check in is 12:30,You can enter from 8:00am (as long as there are no guests the night before) but you can leave your bags while the room is being arranged and vacate the last day before 12pm if you have luggage you can leave it on the balcony until the time of your trip, while the room is being arranged for another guest.",en
8.934239869918982e+17,Quiet room 1 minute from the metro. 15 minutes walk from the beach and less than 10 min from the FORUM  and 5 min walk to the diagonal sea shopping center. Commercial area and very well located ideal for spending a few days in a basic accommodation without luxuries but with everything you need to rest.<br /><br />The room is private with lock. The bathroom and living room are shared. The kitchen is small and you can store your things in the fridge  and use the microwave.  There is a very friendly Persian kitten,en
9.4410474461396e+17,Bright room in downtown Barcelona with cleanliness and treatment,en
9.737226670291912e+17,"sunny doubleroom in the sagrada familia neighborhood with acces to a private balcony where you will enjoy a nice view. walking 5 minutes you will be right in front of the sagrada familia and avenida Gaudí where you will find a lot of bars and restaurants with terraces.<br />the apartment its big and comfortable and you could use the living room , kitchen and bathroom.<br />the closest metro station is ""sant pau dos de maig"" blue line, literally 2 minutes by walk.",en
6.636584400245427e+17,"Keep it simple at this peaceful and centrally-located place,  well-connected by public transport and 12 minutes from the city centre. Supermarkets and pharmacies nearby.",en
42918242.0,this is a placeholder description and will get updated in the future with enhanced content,en
37393507.0,"Barcelona center !<br /><br />Charming and cozy room located in Gracia, one of the best neighborhoods in the center of Barcelona.<br /><br />Well safe place.<br /><br />5 min walk from metro Fontana.<br />lots of shops nearby.",en
6.235417190244643e+17,Enjoy a quiet stay just 3 km from the center of Barcelona,en
1630947.0,"Great location 3 minutes from La Pedrera (Paseo de Gracia) and the trendy Gracia area. 2 minutes from Diagonal Metro stop and Paseo de Gracia. Clean, calm very bright flat to enjoy the perfect stay in barcelona! :)",en
